date_key,portfolio_id,total_market_value,net_flow
20230202,PRT00017,143838.55000000002,0.0
20230202,PRT00021,447550.64,0.0
20230202,PRT00027,372702.96,0.0
20230203,PRT00001,225173.28,0.0
20230203,PRT00004,165198.36000000002,0.0
20230203,PRT00011,251734.51,0.0
20230203,PRT00013,216477.05000000002,0.0
20230203,PRT00016,224031.81,0.0
20230203,PRT00017,143295.27000000002,0.0
20230203,PRT00021,445489.62,0.0
20230203,PRT00027,371986.61,0.0
20230206,PRT00001,226441.08,0.0
20230206,PRT00004,165720.77000000002,0.0
20230206,PRT00011,252144.71,0.0
20230206,PRT00013,217467.35,0.0
20230206,PRT00016,224533.75,0.0
20230206,PRT00017,143821.0,0.0
20230206,PRT00021,447016.77,0.0
20230206,PRT00027,372705.43,0.0
20230207,PRT00001,226126.18,0.0
20230207,PRT00004,165010.94,0.0
20230207,PRT00011,251877.14,0.0
20230207,PRT00013,216865.35,0.0
20230207,PRT00016,223753.15,0.0
20230207,PRT00017,143654.76,0.0
20230207,PRT00021,445394.0,0.0
20230207,PRT00027,371681.42,0.0
20230208,PRT00001,226346.52,0.0
20230208,PRT00004,165141.69,0.0
20230208,PRT00011,251684.22,0.0
20230208,PRT00013,216555.58000000002,0.0
20230208,PRT00016,223744.13,0.0
20230208,PRT00017,143766.29,0.0
20230208,PRT00018,296697.86,2923.4600000000055
20230208,PRT00021,446089.67,0.0
20230208,PRT00027,372132.62,0.0
20230209,PRT00001,225687.34,0.0
20230209,PRT00004,164289.06,0.0
20230209,PRT00011,251347.58,0.0
20230209,PRT00013,215297.36000000002,0.0
20230209,PRT00016,223470.04,0.0
20230209,PRT00017,143298.82,0.0
20230209,PRT00018,296076.8,0.0
20230209,PRT00021,445261.4,0.0
20230209,PRT00027,370930.75,0.0
20230210,PRT00001,226588.91,0.0
20230210,PRT00004,164763.97,0.0
20230210,PRT00005,111775.65,1101.309999999999
20230210,PRT00011,252058.14,0.0
20230210,PRT00013,216416.11000000002,0.0
20230210,PRT00016,223991.99,0.0
20230210,PRT00017,143691.1,0.0
20230210,PRT00018,296725.55,0.0
20230210,PRT00021,446014.43,0.0
20230210,PRT00027,371541.56,0.0
20230213,PRT00001,227120.99,0.0
20230213,PRT00004,164825.94,0.0
20230213,PRT00005,111708.02,0.0
20230213,PRT00011,252652.87,0.0
20230213,PRT00013,216539.21,0.0
20230213,PRT00016,224364.69,0.0
20230213,PRT00017,143922.08000000002,0.0
20230213,PRT00018,297266.78,0.0
20230213,PRT00021,446517.72000000003,0.0
20230213,PRT00027,371176.05,0.0
20230214,PRT00001,227258.08,0.0
20230214,PRT00004,164923.51,0.0
20230214,PRT00005,111795.12000000001,0.0
20230214,PRT00009,59516.85,586.459999999998
20230214,PRT00011,253254.66,0.0
20230214,PRT00013,216560.85,0.0
20230214,PRT00016,224853.19,0.0
20230214,PRT00017,144077.89,0.0
20230214,PRT00018,297939.51,0.0
20230214,PRT00021,446300.19,0.0
20230214,PRT00027,371794.99,0.0
20230215,PRT00001,229330.69,0.0
20230215,PRT00004,166262.96,0.0
20230215,PRT00005,112711.7,0.0
20230215,PRT00009,59912.88,0.0
20230215,PRT00011,254547.4,0.0
20230215,PRT00013,218804.76,0.0
20230215,PRT00015,299148.37,2947.680000000012
20230215,PRT00016,225874.87,0.0
20230215,PRT00017,145089.46,0.0
20230215,PRT00018,299884.92,0.0
20230215,PRT00021,450339.06,0.0
20230215,PRT00027,373655.08,0.0
20230216,PRT00001,230845.1,0.0
20230216,PRT00004,166805.27000000002,0.0
20230216,PRT00005,113325.87000000001,0.0
20230216,PRT00009,60159.72,0.0
20230216,PRT00011,255261.81,0.0
20230216,PRT00013,220125.26,0.0
20230216,PRT00015,300210.76,0.0
20230216,PRT00016,226263.54,0.0
20230216,PRT00017,145709.2,0.0
20230216,PRT00018,301063.65,0.0
20230216,PRT00021,451657.61,0.0
20230216,PRT00027,374853.14,0.0
20230217,PRT00001,229847.52,0.0
20230217,PRT00004,166513.65,0.0
20230217,PRT00005,113132.56,0.0
20230217,PRT00009,60078.14,0.0
20230217,PRT00011,254773.32,0.0
20230217,PRT00013,219846.53,0.0
20230217,PRT00015,299234.94,0.0
20230217,PRT00016,225833.19,0.0
20230217,PRT00017,145285.04,0.0
20230217,PRT00018,300450.43,0.0
20230217,PRT00021,450909.54,0.0
20230217,PRT00027,373732.02,0.0
20230220,PRT00001,228867.5,0.0
20230220,PRT00003,115001.36,2318.659999999996
20230220,PRT00004,166262.29,0.0
20230220,PRT00005,112752.59,0.0
20230220,PRT00009,60049.32,0.0
20230220,PRT00011,254113.47,0.0
20230220,PRT00012,454780.18,4481.16000000001
20230220,PRT00013,219232.5,0.0
20230220,PRT00015,298398.17,0.0
20230220,PRT00016,225300.09,0.0
20230220,PRT00017,144961.68,0.0
20230220,PRT00018,299705.55,0.0
20230220,PRT00021,449755.19,0.0
20230220,PRT00023,196112.19,1932.4400000000005
20230220,PRT00027,372829.67,0.0
20230221,PRT00001,228749.75,0.0
20230221,PRT00003,114995.81,0.0
20230221,PRT00004,165816.26,0.0
20230221,PRT00005,112512.07,0.0
20230221,PRT00009,59963.52,0.0
20230221,PRT00011,254250.44,0.0
20230221,PRT00012,454934.71,0.0
20230221,PRT00013,218909.09,0.0
20230221,PRT00015,297779.21,0.0
20230221,PRT00016,225544.97,0.0
20230221,PRT00017,144755.14,0.0
20230221,PRT00018,299679.19,0.0
20230221,PRT00021,449985.67,0.0
20230221,PRT00023,195994.82,0.0
20230221,PRT00027,372683.12,0.0
20230222,PRT00001,229125.18,0.0
20230222,PRT00003,114958.95,0.0
20230222,PRT00004,165847.33000000002,0.0
20230222,PRT00005,112707.93000000001,0.0
20230222,PRT00009,59976.06,0.0
20230222,PRT00011,254160.13999999998,0.0
20230222,PRT00012,455788.64,0.0
20230222,PRT00013,219547.13,0.0
20230222,PRT00015,297740.72000000003,0.0
20230222,PRT00016,225944.82,0.0
20230222,PRT00017,144749.61000000002,0.0
20230222,PRT00018,300264.36,0.0
20230222,PRT00021,450517.7,0.0
20230222,PRT00023,196405.69,0.0
20230222,PRT00027,373041.53,0.0
20230223,PRT00001,228768.09,0.0
20230223,PRT00003,115099.09999999999,0.0
20230223,PRT00004,165817.86000000002,0.0
20230223,PRT00005,112795.09,0.0
20230223,PRT00009,59910.14,0.0
20230223,PRT00011,254094.6,0.0
20230223,PRT00012,455969.38,0.0
20230223,PRT00013,219169.64,0.0
20230223,PRT00015,297649.41000000003,0.0
20230223,PRT00016,226032.4,0.0
20230223,PRT00017,144541.95,0.0
20230223,PRT00018,300122.01,0.0
20230223,PRT00021,450361.02,0.0
20230223,PRT00023,196414.94,0.0
20230223,PRT00027,373023.28,0.0
20230224,PRT00001,228892.16,0.0
20230224,PRT00003,114604.62,0.0
20230224,PRT00004,165959.66,0.0
20230224,PRT00005,112384.22,0.0
20230224,PRT00009,59827.939999999995,0.0
20230224,PRT00011,254636.85,0.0
20230224,PRT00012,455163.72000000003,0.0
20230224,PRT00013,219797.62,0.0
20230224,PRT00015,296293.43,0.0
20230224,PRT00016,225365.07,0.0
20230224,PRT00017,145027.96,0.0
20230224,PRT00018,300633.45,0.0
20230224,PRT00021,450889.97000000003,0.0
20230224,PRT00023,196054.29,0.0
20230224,PRT00027,370202.55,0.0
20230227,PRT00001,233133.86,0.0
20230227,PRT00003,115132.81999999999,0.0
20230227,PRT00004,168900.68,0.0
20230227,PRT00005,113653.40000000001,0.0
20230227,PRT00009,60692.72,0.0
20230227,PRT00011,257221.63,0.0
20230227,PRT00012,460603.58,0.0
20230227,PRT00013,224303.77,0.0
20230227,PRT00015,299337.65,0.0
20230227,PRT00016,226698.76,0.0
20230227,PRT00017,146549.69,0.0
20230227,PRT00018,303857.04,0.0
20230227,PRT00021,458678.33,0.0
20230227,PRT00023,200631.39,0.0
20230227,PRT00027,373981.47000000003,0.0
20230228,PRT00001,232006.01,0.0
20230228,PRT00003,114590.01,0.0
20230228,PRT00004,168521.22,0.0
20230228,PRT00005,113164.73000000001,0.0
20230228,PRT00009,60431.36,0.0
20230228,PRT00011,256214.1,0.0
20230228,PRT00012,458404.74,0.0
20230228,PRT00013,223067.09,0.0
20230228,PRT00015,296967.1,0.0
20230228,PRT00016,225645.96,0.0
20230228,PRT00017,146219.12,0.0
20230228,PRT00018,302609.89,0.0
20230228,PRT00021,457212.45,0.0
20230228,PRT00023,199399.27,0.0
20230228,PRT00027,373028.91000000003,0.0
20230301,PRT00001,235545.47999999998,17.95000000000003
20230301,PRT00003,116034.28,31.929999999999996
20230301,PRT00004,171138.72,15.839999999999996
20230301,PRT00005,116086.64,31.279999999999948
20230301,PRT00009,61939.36,17.11999999999999
20230301,PRT00011,259621.56,31.87000000000004
20230301,PRT00012,463030.31,8.170000000000027
20230301,PRT00013,228108.93,16.279999999999976
20230301,PRT00015,300167.74,23.629999999999935
20230301,PRT00016,228442.78,29.09999999999999
20230301,PRT00017,148680.14,11.649999999999991
20230301,PRT00018,306951.86,25.73999999999993
20230301,PRT00021,461133.8,20.979999999999965
20230301,PRT00023,204351.62,28.52999999999998
20230301,PRT00026,316274.91,3116.5000000000064
20230301,PRT00027,376096.14999999997,17.690000000000023
20230302,PRT00001,235904.96,0.0
20230302,PRT00003,116252.62,0.0
20230302,PRT00004,170966.62,0.0
20230302,PRT00005,116107.15,0.0
20230302,PRT00009,61905.74,0.0
20230302,PRT00011,259982.94,0.0
20230302,PRT00012,463669.91000000003,0.0
20230302,PRT00013,228140.12,0.0
20230302,PRT00015,300667.9,0.0
20230302,PRT00016,228597.85,0.0
20230302,PRT00017,148965.16,0.0
20230302,PRT00018,307269.85,0.0
20230302,PRT00021,461653.07,0.0
20230302,PRT00023,204663.19,0.0
20230302,PRT00026,316109.61,0.0
20230302,PRT00027,376360.69,0.0
20230303,PRT00001,237922.5,0.0
20230303,PRT00002,159247.76,1569.100000000003
20230303,PRT00003,116274.49,0.0
20230303,PRT00004,172184.34,0.0
20230303,PRT00005,116944.76,0.0
20230303,PRT00009,62105.28,0.0
20230303,PRT00011,259961.46,0.0
20230303,PRT00012,464861.64,0.0
20230303,PRT00013,229796.22,0.0
20230303,PRT00015,301382.46,0.0
20230303,PRT00016,229270.57,0.0
20230303,PRT00017,149925.78,0.0
20230303,PRT00018,308226.23,0.0
20230303,PRT00021,463602.1,0.0
20230303,PRT00023,206173.48,0.0
20230303,PRT00026,318440.34,0.0
20230303,PRT00027,377209.82,0.0
20230306,PRT00001,238310.29,0.0
20230306,PRT00002,159322.6,0.0
20230306,PRT00003,116205.31999999999,0.0
20230306,PRT00004,172125.87,0.0
20230306,PRT00005,116790.77,0.0
20230306,PRT00009,62155.450000000004,0.0
20230306,PRT00011,259482.34,0.0
20230306,PRT00012,465247.91000000003,0.0
20230306,PRT00013,229649.34,0.0
20230306,PRT00015,301078.92,0.0
20230306,PRT00016,229044.66,0.0
20230306,PRT00017,149798.26,0.0
20230306,PRT00018,307865.20999999996,0.0
20230306,PRT00021,463216.66,0.0
20230306,PRT00023,206215.08,0.0
20230306,PRT00026,318591.04,0.0
20230306,PRT00027,377660.1,0.0
20230307,PRT00001,239769.22999999998,0.0
20230307,PRT00002,159725.17,0.0
20230307,PRT00003,116346.77,0.0
20230307,PRT00004,172466.09,0.0
20230307,PRT00005,117101.85,0.0
20230307,PRT00009,62316.79,0.0
20230307,PRT00011,260091.29,0.0
20230307,PRT00012,467354.03,0.0
20230307,PRT00013,230880.16,0.0
20230307,PRT00015,302249.32,0.0
20230307,PRT00016,229909.9,0.0
20230307,PRT00017,150459.88,0.0
20230307,PRT00018,309512.37,0.0
20230307,PRT00021,464218.88,0.0
20230307,PRT00023,207509.95,0.0
20230307,PRT00026,320330.74,0.0
20230307,PRT00027,379045.94,0.0
20230308,PRT00001,238917.48,0.0
20230308,PRT00002,159635.98,0.0
20230308,PRT00003,116471.84999999999,0.0
20230308,PRT00004,171728.46000000002,0.0
20230308,PRT00005,116748.53,0.0
20230308,PRT00009,62137.3,0.0
20230308,PRT00011,259466.07,0.0
20230308,PRT00012,466318.75,0.0
20230308,PRT00013,230021.47,0.0
20230308,PRT00015,301434.83999999997,0.0
20230308,PRT00016,229203.28,0.0
20230308,PRT00017,150184.5,0.0
20230308,PRT00018,308528.01999999996,0.0
20230308,PRT00020,123763.41,1219.5099999999982
20230308,PRT00021,462500.77,0.0
20230308,PRT00023,206704.23,0.0
20230308,PRT00026,318331.77,0.0
20230308,PRT00027,378229.83999999997,0.0
20230309,PRT00001,238179.54,0.0
20230309,PRT00002,159041.04,0.0
20230309,PRT00003,116353.31999999999,0.0
20230309,PRT00004,170987.13,0.0
20230309,PRT00005,116277.7,0.0
20230309,PRT00009,61912.87,0.0
20230309,PRT00011,259054.26,0.0
20230309,PRT00012,464142.18,0.0
20230309,PRT00013,229382.99,0.0
20230309,PRT00015,300768.23,0.0
20230309,PRT00016,228716.36000000002,0.0
20230309,PRT00017,149761.24,0.0
20230309,PRT00018,308090.25,0.0
20230309,PRT00020,123561.65,0.0
20230309,PRT00021,461268.96,0.0
20230309,PRT00023,206019.7,0.0
20230309,PRT00026,316973.01,0.0
20230309,PRT00027,377218.08,0.0
20230310,PRT00001,238029.19,0.0
20230310,PRT00002,159017.0,0.0
20230310,PRT00003,116071.37999999999,0.0
20230310,PRT00004,170659.83000000002,0.0
20230310,PRT00005,116264.0,0.0
20230310,PRT00009,62021.090000000004,0.0
20230310,PRT00011,258675.57,0.0
20230310,PRT00012,463965.29000000004,0.0
20230310,PRT00013,229173.2,0.0
20230310,PRT00015,300231.02,0.0
20230310,PRT00016,228603.62,0.0
20230310,PRT00017,149626.02,0.0
20230310,PRT00018,307991.33,0.0
20230310,PRT00020,123514.06,0.0
20230310,PRT00021,460914.91,0.0
20230310,PRT00023,206134.28,0.0
20230310,PRT00026,316778.23,0.0
20230310,PRT00027,376850.4,0.0
20230313,PRT00001,238641.26,0.0
20230313,PRT00002,159440.2,0.0
20230313,PRT00003,116124.5,0.0
20230313,PRT00004,171350.01,0.0
20230313,PRT00005,116861.38,0.0
20230313,PRT00009,62273.04,0.0
20230313,PRT00011,259276.13,0.0
20230313,PRT00012,465625.17,0.0
20230313,PRT00013,230208.51,0.0
20230313,PRT00015,301178.23,0.0
20230313,PRT00016,229271.36000000002,0.0
20230313,PRT00017,150253.59,0.0
20230313,PRT00018,309234.74,0.0
20230313,PRT00020,124029.35,0.0
20230313,PRT00021,462915.59,0.0
20230313,PRT00023,207215.23,0.0
20230313,PRT00026,318657.66,0.0
20230313,PRT00027,377461.42,0.0
20230314,PRT00001,238242.61,0.0
20230314,PRT00002,158849.82,0.0
20230314,PRT00003,115881.97,0.0
20230314,PRT00004,170981.43,0.0
20230314,PRT00005,116172.38,0.0
20230314,PRT00009,62193.37,0.0
20230314,PRT00011,259102.75,0.0
20230314,PRT00012,465249.08,0.0
20230314,PRT00013,229898.65,0.0
20230314,PRT00015,300871.45,0.0
20230314,PRT00016,228939.38,0.0
20230314,PRT00017,149759.57,0.0
20230314,PRT00018,309404.70999999996,0.0
20230314,PRT00020,123986.82,0.0
20230314,PRT00021,463016.74,0.0
20230314,PRT00023,207117.85,0.0
20230314,PRT00026,318053.5,0.0
20230314,PRT00027,377528.48,0.0
20230315,PRT00001,237850.18,0.0
20230315,PRT00002,158359.96,0.0
20230315,PRT00003,115983.26,0.0
20230315,PRT00004,170429.18,0.0
20230315,PRT00005,115718.86,0.0
20230315,PRT00007,136597.41,2046.5700000000027
20230315,PRT00009,61969.42,0.0
20230315,PRT00011,258812.23,0.0
20230315,PRT00012,464880.96,0.0
20230315,PRT00013,228835.68,0.0
20230315,PRT00015,300082.68,0.0
20230315,PRT00016,228847.65,0.0
20230315,PRT00017,149208.61000000002,0.0
20230315,PRT00018,308610.14999999997,0.0
20230315,PRT00020,123686.38,0.0
20230315,PRT00021,461325.31,0.0
20230315,PRT00023,205990.11,0.0
20230315,PRT00026,316848.32,0.0
20230315,PRT00027,377041.37,0.0
20230316,PRT00001,236844.22999999998,0.0
20230316,PRT00002,157662.38,0.0
20230316,PRT00003,115737.59999999999,0.0
20230316,PRT00004,169359.42,0.0
20230316,PRT00005,114980.25,0.0
20230316,PRT00007,136400.27,0.0
20230316,PRT00009,61622.22,0.0
20230316,PRT00011,257900.1,0.0
20230316,PRT00012,462147.29000000004,0.0
20230316,PRT00013,227692.81,0.0
20230316,PRT00015,299287.22,0.0
20230316,PRT00016,228251.16,0.0
20230316,PRT00017,148645.74,0.0
20230316,PRT00018,307985.74,0.0
20230316,PRT00020,123063.13,0.0
20230316,PRT00021,460112.44,0.0
20230316,PRT00023,205068.9,0.0
20230316,PRT00026,314853.93,0.0
20230316,PRT00027,375499.64,0.0
20230317,PRT00001,235008.05,0.0
20230317,PRT00002,157235.43,0.0
20230317,PRT00003,115384.20999999999,0.0
20230317,PRT00004,168488.22,0.0
20230317,PRT00005,114326.67,0.0
20230317,PRT00007,135834.73,0.0
20230317,PRT00009,61378.630000000005,0.0
20230317,PRT00011,257357.01,0.0
20230317,PRT00012,459400.28,0.0
20230317,PRT00013,225962.83000000002,0.0
20230317,PRT00014,88132.27,868.360000000004
20230317,PRT00015,297689.38,0.0
20230317,PRT00016,227486.24,0.0
20230317,PRT00017,147831.78,0.0
20230317,PRT00018,306090.86,0.0
20230317,PRT00020,122063.66,0.0
20230317,PRT00021,457291.18,0.0
20230317,PRT00022,125277.7,1234.3900000000017
20230317,PRT00023,203258.01,0.0
20230317,PRT00026,312060.9,0.0
20230317,PRT00027,373653.0,0.0
20230320,PRT00001,233277.9,0.0
20230320,PRT00002,156435.82,0.0
20230320,PRT00003,115327.81999999999,0.0
20230320,PRT00004,167164.17,0.0
20230320,PRT00005,113600.45,0.0
20230320,PRT00007,135252.38,0.0
20230320,PRT00009,60974.990000000005,0.0
20230320,PRT00011,256549.36,0.0
20230320,PRT00012,456803.60000000003,0.0
20230320,PRT00013,223907.37,0.0
20230320,PRT00014,87467.24,0.0
20230320,PRT00015,296537.22,0.0
20230320,PRT00016,226439.53,0.0
20230320,PRT00017,146835.27,0.0
20230320,PRT00018,303845.56,0.0
20230320,PRT00020,120966.25,0.0
20230320,PRT00021,454340.49,0.0
20230320,PRT00022,124340.97,0.0
20230320,PRT00023,201624.38,0.0
20230320,PRT00026,308751.37,0.0
20230320,PRT00027,372227.05,0.0
20230321,PRT00001,233901.15,0.0
20230321,PRT00002,156505.21,0.0
20230321,PRT00003,115167.86,0.0
20230321,PRT00004,167000.01,0.0
20230321,PRT00005,113494.81,0.0
20230321,PRT00007,135362.96,0.0
20230321,PRT00009,61019.46,0.0
20230321,PRT00011,256099.36,0.0
20230321,PRT00012,457612.16000000003,0.0
20230321,PRT00013,224129.89,0.0
20230321,PRT00014,87606.04,0.0
20230321,PRT00015,295960.09,0.0
20230321,PRT00016,226402.69,0.0
20230321,PRT00017,146746.55,0.0
20230321,PRT00018,303591.20999999996,0.0
20230321,PRT00019,115570.27,1138.7999999999947
20230321,PRT00020,121395.63,0.0
20230321,PRT00021,454015.67,0.0
20230321,PRT00022,124307.78,0.0
20230321,PRT00023,201760.3,0.0
20230321,PRT00026,309133.88,0.0
20230321,PRT00027,372584.61,0.0
20230322,PRT00001,234746.79,0.0
20230322,PRT00002,156929.52000000002,0.0
20230322,PRT00003,115244.69,0.0
20230322,PRT00004,167751.9,0.0
20230322,PRT00005,114042.81999999999,0.0
20230322,PRT00007,135861.31,0.0
20230322,PRT00009,61282.76,0.0
20230322,PRT00011,256587.69,0.0
20230322,PRT00012,459089.33,0.0
20230322,PRT00013,225349.23,0.0
20230322,PRT00014,88155.6,0.0
20230322,PRT00015,297176.25,0.0
20230322,PRT00016,227302.09,0.0
20230322,PRT00017,147369.74,0.0
20230322,PRT00018,305057.11,0.0
20230322,PRT00019,116029.14,0.0
20230322,PRT00020,122179.94,0.0
20230322,PRT00021,456625.77,0.0
20230322,PRT00022,124934.71,0.0
20230322,PRT00023,202762.29,0.0
20230322,PRT00024,121054.75,1192.9100000000026
20230322,PRT00026,310940.8,0.0
20230322,PRT00027,374052.23,0.0
20230323,PRT00001,234786.51,0.0
20230323,PRT00002,156748.24000000002,0.0
20230323,PRT00003,115205.37999999999,0.0
20230323,PRT00004,167587.42,0.0
20230323,PRT00005,114056.19,0.0
20230323,PRT00007,135875.73,0.0
20230323,PRT00009,61315.340000000004,0.0
20230323,PRT00011,256316.52,0.0
20230323,PRT00012,458232.56,0.0
20230323,PRT00013,224982.18,0.0
20230323,PRT00014,88184.04000000001,0.0
20230323,PRT00015,296968.26,0.0
20230323,PRT00016,227048.43,0.0
20230323,PRT00017,147375.95,0.0
20230323,PRT00018,304731.82,0.0
20230323,PRT00019,115906.61,0.0
20230323,PRT00020,122512.22,0.0
20230323,PRT00021,455193.06,0.0
20230323,PRT00022,124991.45,0.0
20230323,PRT00023,202605.04,0.0
20230323,PRT00024,120949.35,0.0
20230323,PRT00026,311027.51,0.0
20230323,PRT00027,373943.75,0.0
20230324,PRT00001,232472.41999999998,0.0
20230324,PRT00002,155607.33000000002,0.0
20230324,PRT00003,114891.02,0.0
20230324,PRT00004,166005.29,0.0
20230324,PRT00005,113198.63,0.0
20230324,PRT00007,135267.96,0.0
20230324,PRT00009,60835.56,0.0
20230324,PRT00011,255113.25,0.0
20230324,PRT00012,454444.05,0.0
20230324,PRT00013,222581.79,0.0
20230324,PRT00014,87318.82,0.0
20230324,PRT00015,294891.15,0.0
20230324,PRT00016,225680.44,0.0
20230324,PRT00017,146261.7,0.0
20230324,PRT00018,302160.5,0.0
20230324,PRT00019,114695.59,0.0
20230324,PRT00020,121080.36,0.0
20230324,PRT00021,451316.75,0.0
20230324,PRT00022,123906.78,0.0
20230324,PRT00023,200295.41999999998,0.0
20230324,PRT00024,120135.68000000001,0.0
20230324,PRT00026,307294.88,0.0
20230324,PRT00027,371739.82,0.0
20230327,PRT00001,231944.8,0.0
20230327,PRT00002,155380.84,0.0
20230327,PRT00003,114789.13,0.0
20230327,PRT00004,165858.80000000002,0.0
20230327,PRT00005,113179.56999999999,0.0
20230327,PRT00007,134952.21,0.0
20230327,PRT00009,60733.46,0.0
20230327,PRT00011,255169.63999999998,0.0
20230327,PRT00012,453113.01,0.0
20230327,PRT00013,222132.79,0.0
20230327,PRT00014,87197.21,0.0
20230327,PRT00015,294237.04,0.0
20230327,PRT00016,225583.21,0.0
20230327,PRT00017,146066.61,0.0
20230327,PRT00018,301349.58999999997,0.0
20230327,PRT00019,114482.86,0.0
20230327,PRT00020,120808.91,0.0
20230327,PRT00021,450433.97,0.0
20230327,PRT00022,123613.59,0.0
20230327,PRT00023,199514.92,0.0
20230327,PRT00024,119761.63,0.0
20230327,PRT00026,306588.93,0.0
20230327,PRT00027,371127.98,0.0
20230328,PRT00001,231590.97,0.0
20230328,PRT00002,155012.98,0.0
20230328,PRT00003,114670.36,0.0
20230328,PRT00004,165911.69,0.0
20230328,PRT00005,113127.72,0.0
20230328,PRT00007,134790.59,0.0
20230328,PRT00008,87355.70999999999,860.7199999999975
20230328,PRT00009,60685.55,0.0
20230328,PRT00011,254767.11,0.0
20230328,PRT00012,452356.67000000004,0.0
20230328,PRT00013,221596.54,0.0
20230328,PRT00014,87183.76,0.0
20230328,PRT00015,293544.46,0.0
20230328,PRT00016,225582.23,0.0
20230328,PRT00017,145676.52,0.0
20230328,PRT00018,300679.85,0.0
20230328,PRT00019,114368.7,0.0
20230328,PRT00020,120780.37,0.0
20230328,PRT00021,449371.34,0.0
20230328,PRT00022,123428.36,0.0
20230328,PRT00023,198542.43,0.0
20230328,PRT00024,119569.49,0.0
20230328,PRT00026,305825.98,0.0
20230328,PRT00027,370845.38,0.0
20230329,PRT00001,233807.66999999998,0.0
20230329,PRT00002,156261.09,0.0
20230329,PRT00003,115088.4,0.0
20230329,PRT00004,167237.79,0.0
20230329,PRT00005,113890.86,0.0
20230329,PRT00007,135211.02,0.0
20230329,PRT00008,87843.97,0.0
20230329,PRT00009,61124.75,0.0
20230329,PRT00011,256081.4,0.0
20230329,PRT00012,455143.98000000004,0.0
20230329,PRT00013,223186.13,0.0
20230329,PRT00014,87785.56,0.0
20230329,PRT00015,294739.15,0.0
20230329,PRT00016,226724.16,0.0
20230329,PRT00017,146936.23,0.0
20230329,PRT00018,302961.67,0.0
20230329,PRT00019,115353.84,0.0
20230329,PRT00020,121792.5,0.0
20230329,PRT00021,452777.03,0.0
20230329,PRT00022,124140.63,0.0
20230329,PRT00023,200369.44,0.0
20230329,PRT00024,120311.55,0.0
20230329,PRT00026,308767.12,0.0
20230329,PRT00027,372772.61,0.0
20230330,PRT00001,232497.52,0.0
20230330,PRT00002,155431.57,0.0
20230330,PRT00003,114698.23999999999,0.0
20230330,PRT00004,166275.45,0.0
20230330,PRT00005,113073.81,0.0
20230330,PRT00007,134740.46,0.0
20230330,PRT00008,87462.76,0.0
20230330,PRT00009,60815.380000000005,0.0
20230330,PRT00011,255522.08,0.0
20230330,PRT00012,453665.31,0.0
20230330,PRT00013,221875.19,0.0
20230330,PRT00014,87411.26,0.0
20230330,PRT00015,293286.01,0.0
20230330,PRT00016,225651.54,0.0
20230330,PRT00017,146060.1,0.0
20230330,PRT00018,301246.8,0.0
20230330,PRT00019,114746.12,0.0
20230330,PRT00020,121015.44,0.0
